author_name,year_of_birth,gender,thesis_title,year_of_defense
Lucas Lejeune Le Mallet,(1912),Male,Chemin D'Abord Suffire Yeux Malade,1946
Rémy Dupuis,C.1915,Male,Satisfaire Puissant Attirer Chaque Oiseau Ressembler,1943
Pierre Dumas du Prévost,C.1909,Male,Habitude Écouter Respirer Social Animer Usage Fatiguer,1941
Gilbert Martin,c.1919,Male,Chef Plus Paysan Affaire Souhaiter Entourer,1949
Sébastien Humbert,(1921-1925),Male,Position Plaire Sujet Premier,1954
Honoré-Grégoire Lacombe,c.1911,Male,Dieu Front Comme Chez,1942
René Roy du Auger,c.1960,Male,Puisque Espérer Poste Côté Danser,1990
Denis Guillou,(1945),Male,Page Brusquement Figure Frère Convenir Commencement Pouvoir,1975
Honoré Rey,c.1929,Male,Vingt Salut Supérieur Offrir Éclat Pierre Dent,1963
Édouard Berthelot,(1942-1946),Male,Corps Rire Sens Préparer Écraser Assez,1981
Rémy Guichard,(1908-1912),Male,Penser Ensuite Cerveau Haine Chair,1939
Bernard Le Marty,(1925-1929),Male,Étendre Celui Paquet Arrière Aide Tenir Pur,1957
Frédéric Marin,C.1910,Male,Résoudre Tandis Que Charger Avec Inventer Simple,1941
Édouard Le Maillard,(1925-1929),Male,Sujet Adresser Politique Parler Doux Toit Tâche Commencer,1960
Henri Bailly,c.1947,Male,Cou Un Conseil Devenir Anglais Fonction Cacher Six,1978
Marc Gomes-Ferreira,C.1934,Male,Eh Delà Pont Répéter Travail Réfléchir,1964
Roger-Thierry Pasquier,c.1920,Male,Chaud Fixe Ami En Charger Pied Rêve,1956
Paul Gallet-Dos Santos,(1952),Male,Veille Fumer Maladie Avancer,1981
Rémy Guyot-Pereira,c.1920,Male,Maladie Entier Tête Rouge Marcher Étoile,1950
Théodore Robert,c.1941,Male,Pur Hésiter Résistance Consentir Calme Rose Avant,1977
Gilbert Pinto-Peron,c.1932,Male,Occasion Toucher Se Regard Âgé Car,1963
François Pasquier,c.1946,Male,Pièce Derrière Dernier Remplacer Tandis Que Seuil,1979
Étienne du Berthelot,(1945-1949),Male,Puisque Dessiner Contenir Comprendre,1978
Benoît-Benoît Tanguy,c.1948,Male,Cinquante Rouler Prévenir Cesse Prêt,1979
Raymond Navarro Le Masson,C.1923,Male,Joindre Projet Français Dont Montagne Lien,1951
André Pereira,(1951-1955),Male,Auquel Étoile Curiosité Chasser,1984
Hugues du Carpentier,c.1942,Male,Noir Tard Même Du Prendre Appartement Attaquer,1975
Bertrand Le Delahaye,c.1930,Male,Joie Poche Vaste Meilleur,1959
Jules Alexandre du Langlois,(1956),Male,Dépasser Fait Intérêt Désir Te Soulever Chiffre,1986
Arthur-Frédéric Lacombe,c.1956,Male,Sou Bas Afin De Supporter,1984
Sébastien Blanchet,(1918),Male,Pur Également Donc Chaise Dans Premier,1953
Matthieu Nicolas,(1899-1903),Male,Droite Partout Intérieur,1938
Émile Bernard-Menard,(1921),Male,Ciel Besoin Étendre Mince Inviter Tempête,1949
Adrien Coulon,(1955),Male,Morceau Camarade Professeur Savoir Extraordinaire Événement Transformer,1986
Georges Navarro-Léger,c.1910,Male,Ce Confier Employer Pencher Longtemps,1940
Stéphane Philippe,(1922),Male,Mon Emmener Prétendre,1958
Bertrand-Louis Dijoux,(1934-1938),Male,Poids Toile Conscience Brusquement Dessiner Voix,1965
Gilbert Jacquet,c.1947,Male,Ruine Mari Mine Côté Éviter Expérience Rentrer,1982
Théophile Reynaud du Nguyen,c.1926,Male,Armée Visite Cela Et,1962
Joseph Giraud,c.1922,Male,Reposer Monter Pluie Importer Sûr Chaise,1950
Théodore Diallo-Besson,(1947-1951),Male,Secours En Rapidement Prononcer Parvenir,1983
Michel Morvan Le Roche,(1919),Male,Effacer Bureau Baisser Auteur Échapper Gros Complètement,1952
Robert Barthelemy,(1928),Male,Paix Journée Conduire Aussi,1960
Grégoire Maurice,(1923-1927),Male,Discuter Croiser Semaine Poche,1961
Thomas Meunier,(1909),Male,Employer Malade Subir Dimanche,1945
Gabriel Alexandre,c.1949,Male,Chemise Espoir Guère Proposer Mentir Événement Roi,1984
Théophile Lucas,(1932-1936),Male,Menacer Figurer Pied Fois Meilleur,1965
Richard Brunet,(1930-1934),Male,Absolu Après Société,1967
Jules Aubert,(1949),Male,Brûler Étoile Réunir Lors Fonction Neuf,1981
Daniel de Diaz,(1915-1919),Male,Ensemble Révolution Parfois,1952
François Gillet,c.1924,Male,User Importer Faute Art Ville Veiller Fenêtre,1959
Jérôme Le Carre,C.1915,Male,Perdre Cesser Direction Petit Premier Imposer Mériter Voyage,1951
Arthur du Dumont,(1930-1934),Male,Puissant Sac Rouge Confondre Vieux,1966
Emmanuel Le Rousseau,c.1944,Male,Ignorer Poste Disposer Soin Rouler,1977
Xavier Lejeune,(1916-1920),Male,Parvenir Parole Savoir Exposer Chacun Ligne,1951
Guillaume Barthelemy,(1917-1921),Male,Terrible Parler Demain Prier,1952
Éric Valentin,c.1954,Male,Événement Après Énorme Animer Nombreux Assez Lutter,1985
Isaac Mahe,(1921),Male,Espèce Bête Nommer,1956
Guillaume Boutin-Bodin,c.1927,Male,Maître Seuil Bord Fruit Tu Battre Armer,1961
André de la Fleury,c.1926,Male,Face Hiver Entrée Couper Mort Dent,1960
François Rivière,(1907),Male,Défaut Mort Chaîne Tapis Toile Reposer Autre Attitude,1938
Éric Maréchal,(1923),Male,Signe Désigner Asseoir,1959
Étienne Delahaye,C.1944,Male,Fin Personne Menacer Là,1980
Nicolas Roger du Tanguy,c.1937,Male,Palais Absolu Près Ça,1967
Honoré-Lucas Bourdon,(1932),Male,Commencer Arrêter Avouer Immobile Ensemble,1960
Adrien Jacques,(1914-1918),Male,Plusieurs Avance Puissance Accorder Distance Ensuite,1953
Victor Lesage,C.1924,Male,Emmener Vous Sourire Former Triste Armée Pauvre,1957
Frédéric-Patrick Renault,C.1946,Male,Même Jour Alors User Deviner Palais Mariage,1982
Étienne-Aimé Guillet,(1946-1950),Male,Chiffre Presser Trente Dernier Partout,1984
Stéphane Nguyen,c.1961,Male,Volonté Présent Importance,1990
Jules Chartier,(1918-1922),Male,Sauter Sûr Vieillard Soi Changement Quart Médecin,1953
Julien-Benoît Da Silva,C.1945,Male,Appartenir Police Queue Âge Cri Protéger Résultat Aucun,1974
Laurent du Gros,(1933),Male,Réponse Absolu Apercevoir Maladie,1962
Alexandre-Victor Le Gall,(1909),Male,Soldat Pas Règle Apparaître,1941
Noël Pasquier,c.1929,Male,Hors Avec Surprendre Manger Traverser Nommer Cerveau,1960
Jérôme Rodrigues,c.1945,Male,Rouler Immense Consulter,1977
Guillaume Dijoux,C.1958,Male,Escalier Famille Foule Étendue D'Autres Importance,1986
Bernard Girard-Maillot,(1918-1922),Male,Arrière Arriver Surprendre Hésiter Ligne Plante,1955
Roger Weiss-Dijoux,C.1911,Male,Condition Se Pousser Saint Nombreux Causer Présenter Attaquer,1941
Zacharie Charpentier,(1930-1934),Male,Fer Pointe Fille Ailleurs Chemin Avance Enlever,1969
Richard Renaud,(1928-1932),Male,Discussion Projet Également Plutôt Peser,1961
Franck Royer,C.1924,Male,Voler Erreur Principe Succès Simple Monsieur,1953
Gilles Godard,(1940-1944),Male,Étouffer Prévoir Envie Défendre Complet Politique,1974
Yves Lefebvre,(1935),Male,Demain Déchirer Le Âge Travers Meilleur Mettre,1965
Isaac Berger,C.1954,Male,Réel Maison Demain,1990
Jean-William Bouvier,c.1935,Male,Somme Soleil Me Dix Agir,1967
Laurent Masse,c.1917,Male,Soudain Aussitôt Journal Nation,1947
Thomas Charpentier du Noël,(1913),Male,Corde Tapis Spectacle Atteindre Suivant,1949
Édouard-Bernard Guibert,(1962),Male,Malgré Bon Croiser Fait Santé Ressembler,1990
Joseph Courtois de la Verdier,(1951-1955),Male,Assez Beauté Résistance Hôtel,1988
Patrick Weiss,c.1932,Male,Confondre Cependant Neuf Discussion Puis Veiller Éternel,1961
Vincent Vallée,C.1944,Male,Saint Menacer Cercle Enlever Tard Déjà,1979
Timothée du Collet,(1940-1944),Male,Oiseau Public Note Départ Désir,1976
Thomas Maillet,(1933),Male,Village Trois Poète Écouter Ministre,1963
Philippe Louis,c.1942,Male,Président Dent Vivant Lorsque Tellement,1974
Bernard Poulain,C.1956,Male,Égal Écraser Flot Agiter Ouvrage Dimanche Élément,1988
Jérôme Boutin,(1933),Male,Perdu Dès Également Absolument,1967
Augustin de la Berger,(1916-1920),Male,Cinquante Qui Terme Sombre Recommencer Puis,1949
Victor de Marion,C.1941,Male,Indiquer Gloire Attaquer Non Annoncer Révéler,1975
Auguste Moreno,(1911-1915),Male,Confier Convenir Douceur Réclamer Noir Rue,1946
Rémy Gomes-Lecoq,C.1918,Male,Bas Fumer Mensonge Faible Vert Arracher,1951
Paul Blot du Cousin,(1958),Male,Terreur Lune Autre Colon Rôle Violent Grain Voiture,1989
Laurent Boyer,(1957),Male,Échapper Interrompre On Paraître Mesure Entretenir Bras Autant,1988
Jérôme Gautier,c.1935,Male,Rire Avec Aide,1965
Franck Teixeira,c.1906,Male,Confondre Beaux Conseil,1936
Raymond Rey de Carpentier,C.1902,Male,Content Nouveau Police Appel Commander,1937
Luc Lombard,C.1958,Male,Point Toucher Tuer Peuple Forêt Placer,1986
Xavier Imbert,c.1934,Male,Mauvais Achever Satisfaire Vrai,1969
Émile Da Silva de Olivier,c.1958,Male,Mode Remonter Espérer Mal,1989
Pierre de la Lesage,(1951-1955),Male,Parti Dégager Sur Réfléchir Certain Lèvre,1984
Jacques Bègue,(1927-1931),Male,Pluie Le Dangereux Sable Roche Mentir,1965
Frédéric Guilbert,(1904-1908),Male,Nécessaire Cesser Titre Angoisse Marchand Envelopper,1938
Thierry Roussel,C.1906,Male,Frère Mode Fois Que,1939
Grégoire-Christophe Deschamps,(1917-1921),Male,Allumer Passé Hiver,1956
Timothée de la Lamy,C.1916,Male,Riche Marquer Époque Exécuter Rêver Clef Supporter Tête,1948
Timothée Grégoire-Leconte,(1924),Male,Mais Ça Connaissance Forcer Politique Relation Fenêtre,1956
Aimé-Michel Gilbert,(1911-1915),Male,Geste Chiffre Hier,1946
Éric Masse,(1907),Male,Réalité Rappeler Après Pénétrer À En Étendre,1937
Théophile Le Roux,c.1929,Male,Quartier Avenir Reste Puissant Nerveux Sourire,1957
Gilles Léger,(1913-1917),Male,Exister Parfaitement Plaire Métier Acheter,1947
Olivier Fischer,c.1944,Male,Voile Muet Quelque Terre Front Vite Dos,1980
Marc de la Grondin,(1918-1922),Male,Rouler Assurer Croix Projet,1949
Thomas Pelletier,c.1931,Male,Second Réduire Nouveau Surprendre Cruel,1962
Stéphane Faivre de la Blot,c.1920,Male,Caresser Consulter Brusquement Tromper Douter Accepter,1948
Benjamin Descamps,C.1902,Male,Ton Père Envelopper Glace Tenter Secret Digne,1936
Roland-Noël Vasseur,c.1939,Male,Courir Machine Réduire Clef,1971
Guillaume Diallo,(1921),Male,Ordre Mouvement Compte,1955
Alphonse Maurice de Joubert,c.1904,Male,Détacher Unique Demeurer Vivant Lever,1936
Stéphane Klein Le Lejeune,C.1933,Male,Retour Poussière Je,1968
Maurice Baudry,C.1930,Male,Ancien Doigt Charge Avance Accomplir Notre,1958
Denis Martel,(1932-1936),Male,Depuis Résistance Gros Malheur Épaule Ce Jeu,1967
Emmanuel Colin,c.1957,Male,Train Compagnie Votre,1987
Patrick Rey,C.1960,Male,Clef Semblable Anglais Terminer En,1990
Michel Bruneau,c.1942,Male,Salut Arrivée Perdre Gouvernement Sans Roche Vide,1977
Gilbert Colin,(1923-1927),Male,Siècle Vert Travailler Cent Aujourd'Hui,1959
Matthieu Lefèvre,(1952-1956),Male,Auquel Moyen Foi Jeter Moindre,1989
Louis-Martin Guibert,(1944),Male,Vision Société Crier Enfance Voiture,1979
Gérard Benoit,C.1938,Male,Auquel Beauté Danger Enfermer Monde Adresser,1973
Georges Dijoux,(1936),Male,Poussière Former Aventure Manier Gloire,1969
Guillaume-François Gilbert,(1927-1931),Male,Ciel Doigt Employer Autour Soir Fier Passer,1958
Tristan-David Germain,C.1944,Male,Bien Déchirer Expérience Autrement,1976
Martin Valette-Ruiz,(1941),Male,Billet Enfance Mon Surtout Famille Amener Devant,1976
Franck Boulanger,(1957),Male,Rue Forme Commencer De Personnage Sac,1990
François Riou,(1944-1948),Male,Pouvoir Prier Fait Plan Rang Derrière,1979
Théophile Le Merle,(1946),Male,Bon Force Porter Aile Erreur As Violent Épaule,1979
Roger Dias,C.1938,Male,Autour Droite Disposer Complètement Voix,1967
Hugues Carlier,(1926),Male,Davantage Dans Quarante Léger Clef,1957
Paul Peltier,c.1923,Male,Marier Parvenir Éteindre,1959
Vincent Adam,C.1931,Male,Profond Paraître Parole Terrain Cesse,1959
Lucas Perrier,C.1952,Male,Demi Étendre Tomber Paupière,1987
Thibault-Thibaut Duval,c.1949,Male,Aide Expression Cinquante,1983
Henri Blot,c.1904,Male,Aller Voile Même Honneur Renoncer Résister,1938
Julien Peltier-Maréchal,C.1901,Male,Garder Désert Vie Aucun,1935
Alfred Jacob,(1946),Male,Marche Protéger Chance Nature Dégager,1976
Hugues-Raymond Lopez,(1935),Male,Inquiétude Mettre Creuser Oreille Poitrine,1970
Richard Guillot,c.1929,Male,Manquer Combat Rose Écouter Règle,1965
Richard Dumas,(1913-1917),Male,Court Être Subir D'Abord Car Cour,1945
Thibault Ollivier,(1907),Male,Poursuivre Pourquoi Empêcher Emmener Détacher Courage,1943
Jules Le Gall,c.1944,Male,Près Vers Désespoir Type Silencieux,1979
Thibaut Goncalves,(1932-1936),Male,Chair Hasard Entraîner Goût,1967
Mathilde Vaillant,c.1950,f,Échapper Honte Ramasser,1982
Frédérique Grondin,(1915),f,Tomber Moindre Rêve Ensuite Complètement Alors,1943
Olivie Olivier,(1930-1934),f,Part Pendant Nu Servir Côte,1966
Michelle Fischer,(1906),f,Te Garçon Violent Tout Soirée Triste Prononcer,1939
Margaux Bertrand,c.1924,f,Vent Marcher Assez,1953
Agathe Girard de la Laine,(1926),f,Oiseau Vite Discuter Nuit Image Large Magnifique,1958
Geneviève Collin du Gillet,(1919-1923),f,Travers Peau Moment Souvenir Autant Devoir Pencher Hiver,1955
Édith Aubry-Raynaud,(1915),f,Sonner Jaune Abri Lieu Beau Éloigner Science Jour,1949
Anaïs Briand,c.1929,f,Calme Habiter Traîner,1965
Claude Allain,C.1940,f,Absence Soit Bleu Finir Achever Rang Veille,1971
Marie Dumont,(1936),f,Mer Vaincre Delà Père Connaissance Seigneur,1972
Inès Foucher,(1951),f,Avouer Bureau Occuper Près Rose Du,1983
Hortense Roy,(1936-1940),f,Docteur Noire Connaître Pitié Blanc Classe Rouge,1968
Lucy Masse,(1934-1938),f,Vie Vie Coucher Mémoire Naître,1968
Sabine Barre de la Grenier,c.1922,f,Seuil Vague Crier Trait Beauté Principe Pointe Commun,1950
Laurence-Astrid Lévêque,c.1934,f,Marchand Aspect Continuer Second Considérer Salle Énergie,1965
Hélène Dufour,(1912),f,Affirmer Apercevoir Sorte Grave Présenter Mêler Rompre Éclat,1943
Inès Chrétien,C.1927,f,Point Voir Solitude Inconnu Lourd Lettre Immobile,1959
Laurence Peron,C.1904,f,Mois Mille Vivre,1935
Nicole-Noémi Guibert,(1935),f,Attacher Me Désert Maintenir Salut Agiter,1966
Maryse Pinto,(1924-1928),f,Cause Doucement Apprendre Genre,1963
Olivie Bouchet,c.1935,f,Masse Ce Douze Apprendre,1966
Andrée Durand,(1924),f,Même Contenter Exécuter Dresser Jouer,1959
Élisabeth de la Pasquier,C.1905,f,Fonction Couleur Fort Profondément Couvrir Barbe Précis,1938
Josette du Dijoux,c.1942,f,Professeur Nerveux Étroit Risquer Action Poésie,1974
Olivie Guilbert,(1911),f,Pur Contenir Million Abattre Cheveu,1940
Bernadette de la Brunel,c.1942,f,Tourner Ni Habitude Soit Cour,1977
Marthe Leclerc,(1912-1916),f,Briller Article Gros Français Ainsi Créer,1951
Valentine Gaudin,(1948),f,Pendre Part Champ Tour Drôle Ressembler Histoire,1976
Patricia-Célina Alexandre,(1923),f,Circonstance Dégager Sourire Mari Spectacle Règle,1957
Lucy Mallet,(1905-1909),f,Nature Souffler Genou,1944
Aurore Baron,(1924-1928),f,Pierre Cas Douceur Regretter Ton,1962
Suzanne Gomez,(1914),f,Roche Bord Gris Rang Prochain Rendre,1947
Anne Renaud,c.1950,f,Fin Mari Victime Doux Fait Compagnie Désormais,1985
Maryse Buisson,(1931-1935),f,Été Grandir Caractère Repousser Construire,1968
Susanne Allain,c.1911,f,Trente Genre Côte Train Fixer Étonner Respirer Occasion,1943
Christelle Lagarde,c.1955,f,Promener Importer Il Remonter Sorte,1984
Catherine du Girard,(1938),f,Goutte Livre Pendant Rejeter Compagnie Poursuivre,1968
Laure Perrot,C.1916,f,Ramener Course Demeurer Geste Attitude Quelqu'Un,1951
Amélie Berger,c.1932,f,Second Secret Passé Quartier Façon Composer,1962
Élisabeth-Luce Costa,c.1915,f,Préparer Curieux Doute Profondément,1943
Victoire Hervé,c.1941,f,Vieux Recherche Vite Ministre Désespoir Porter Retrouver Sauvage,1971
Maryse Gauthier,(1933-1937),f,Seulement Se Dormir Important Bas Respirer,1967
Maryse Vasseur,(1954-1958),f,Quinze Lieu Direction Rare Tenter,1989
Christelle Paul du Masson,C.1946,f,Passage Voile Bout Politique Père Apercevoir,1977
Lorraine De Oliveira,(1926),f,Sommeil Parmi Changer Désir Port Six,1957
Constance Pons,C.1942,f,Autant Tourner Honte Nombre,1977
Anaïs Mallet,C.1946,f,Fin Appartement Par Encore Maison Sien Travailler,1974
Danielle Barbier,(1932-1936),f,Fusil Blanc Manier Présenter Beau Ce Dès Figurer,1969
Diane Lenoir,(1947),f,Amuser Époque Grain Arracher Présence,1979
Édith Fouquet-Fernandes,c.1927,f,Chaise Grâce Seulement Éprouver,1957
Jeannine Maillard,c.1954,f,Heureux Saint Conversation Forêt Un Toucher Espace Enfance,1987
Martine de Meunier,c.1911,f,Science Haut Dormir Tranquille Garçon Tuer,1940
Henriette Charrier-Lefèvre,C.1935,f,Bas Offrir Rouge Rejoindre Personnage Plein Creuser Inviter,1966
Lorraine Techer,c.1954,f,Faux Recherche Entrée Matin Durer Vent Effacer,1989
Claire Descamps,C.1935,f,Épaule Officier Sang Monsieur Sens Politique,1967
Nathalie Lopez,(1925),f,Après Enfance Boire Marchand Tracer,1953
Simone Techer,(1942-1946),f,Chute Un Bon Tenter Mien Abandonner Roman,1981
Christelle Dupré-Launay,c.1905,f,Fumer Système Mal Haute Instant,1941
Charlotte Sanchez,(1921),f,Accorder Demain Vin Bande,1957
Laure Gimenez,c.1925,f,Lutter Départ Avant Reconnaître,1956
Éléonore Carpentier,(1925-1929),f,Quinze Préférer Quinze Colon Abandonner Voler,1964
Virginie Vidal de Vallée,C.1915,f,Vieil Baisser Bataille Joli Beau Très Repousser,1950
Pénélope-Alexandria Joubert,C.1910,f,Relation Habitude Entrée Ou,1938
Julie-Manon Jacques,(1948-1952),f,Énergie Étendue Pouvoir Naître Intérieur,1980
Claire Turpin,(1907),f,Élément Moyen Où,1941
Hortense Pelletier,(1943-1947),f,Dent Apporter Odeur Fier,1980
Josette Descamps-Pineau,(1912-1916),f,Rencontre Corde Calmer Installer,1947
Adrienne Langlois,C.1906,f,Santé Achever Entourer Dès Français,1941
Alice Leroy de la Guillon,C.1938,f,Plaindre Ne Traiter Rocher Président,1967
Zoé Blondel,(1916-1920),f,Un Environ Pénétrer Âge Volonté Aussi,1951
Julie Paul,(1906),f,Accrocher Fille Mari Grain Doucement Dominer Puisque,1936
Philippine Diaz,C.1933,f,Escalier Santé Gauche Selon Toi Désormais Raison,1968
Christiane Pinto,C.1927,f,Point Également Perdre Vin,1958
Aurélie-Victoire Pons,C.1946,f,Juger Ton De Français Réflexion,1980
Pénélope Le Leroux,(1929),f,Quel D'Autres Confondre,1964
Michelle Tessier,c.1916,f,Conscience Vrai Apporter Peuple Feuille Interrompre,1950
Margot Cohen,(1909-1913),f,Rassurer Oser Espoir Fortune Même Mien,1944
Aurélie Buisson,(1911-1915),f,Absolument Huit Pied Représenter,1945
Susan Gros-Leclercq,C.1957,f,Femme Accuser Drame Soldat Dimanche Supérieur Figure,1989
Maggie Bouchet,C.1952,f,Demeurer Journée Vieil Fois,1988
Margaud Potier,(1946-1950),f,Paysage Rire Peau Sorte,1978
Victoire-Isabelle Leblanc,(1899-1903),f,Expression Bouche Unique Voyage Demain Répandre Fonction,1935
Nathalie Costa de la Meunier,(1930),f,Train Art Éternel Arme Pencher Extraordinaire Français Route,1964
Paulette-Alex Martins,(1955-1959),f,Ensemble Faire Assurer Coin Ferme Corde,1987
Frédérique Coulon,c.1927,f,Haïr Maintenir Certes Surtout Commencement Quel Venir,1961
Célina Normand,(1949-1953),f,Souvent Camarade Rose Image Croire Horizon Mourir Heureux,1983
Laurence Renard,(1902-1906),f,Patron Nourrir Compte Jeunesse,1940
Constance du Martin,(1911),f,Écarter Montagne Haine Plaisir Musique Pointe,1946
Monique Brun,(1909),f,Beaux Veille Course Empire Famille Tirer Surtout,1943
Sylvie Gaudin-Lelièvre,C.1928,f,Monde Ton Tracer Chat,1962
Noémi Bertrand de la Bernier,(1920),f,Entrer Ressembler Surveiller,1952
Susan Guyot-Meyer,C.1936,f,Milieu Choisir Éviter Lors Vouloir,1964
Hélène Morin de Maréchal,(1946-1950),f,Révolution Remarquer As Usage Baisser Reste Dessiner,1982
Agathe Diaz,c.1926,f,Conclure Entier Passé Vide Vieux Mille Remplacer,1954
Jeannine Dumas,(1922),f,Présence Gloire Parfaitement Rideau Neuf,1958
Agnès Blanchet,(1957),f,Élément User Posséder Déchirer Endroit Âme,1989
Bernadette Turpin,(1941-1945),f,Oiseau Affaire Avant Mois Décrire Bande Le,1974
Madeleine de Seguin,C.1928,f,Arrière Drôle Eh,1964
Lucy Le Gall du Fischer,(1928),f,Hésiter Bon Inquiéter,1961
Diane Martin,(1918-1922),f,Question Professeur Détacher Midi,1951
Agathe Vallet-Fontaine,(1946),f,Loi Employer Rideau Ni Tout Or,1978
Aurélie Bousquet Le Ramos,C.1906,f,Remplir Chacun Tout Force Élever Français,1937
Marine Couturier,c.1916,f,Devenir Souffrir Si,1947
Simone Legendre,(1946),f,Croix Affirmer Environ Muet Arrêter Moins Joli,1981
Célina Maurice,C.1952,f,Pourquoi Billet Appuyer Mari Trois Silence Papier,1987
Camille Turpin,C.1936,f,Marier Queue Émotion Arbre Guère Avoir Dormir Trouver,1966
Diane Le Roux,(1914),f,Saisir Tout Bas Propre Rappeler,1946
Margaux Brunel,c.1925,f,Prévenir Éteindre Sommeil Sien Dehors Problème Révolution Personne,1957
Maggie Ramos,C.1908,f,Permettre Qui Puisque Côte Ailleurs Souffrance Chat Fatigue,1941
Isabelle Fontaine,(1948),f,Vaste Avenir Saint Léger Chercher Tirer,1980
Astrid Meyer,(1911-1915),f,Fermer Aucun Santé Hésiter Paysan Supporter,1942
Françoise Legrand,(1930-1934),f,Juger Dernier Beauté Plaire Direction,1962
Marie Delmas,c.1936,f,Arme Dégager Diriger Soleil Ce Étendue,1971
Alix Dumont,(1954),f,Nuit Honte Toucher Chance Pas Pourquoi,1988
Pauline Paris,(1945),f,Rose Propos Problème Machine Parler Lever,1974
Capucine Fournier-Simon,(1921),f,Curiosité Événement Rapport Dangereux,1954
Charlotte Couturier,(1921),f,Trop Il Avenir Risquer Lentement Remettre Certain,1957
Danielle Marion,(1903),f,Fort Lèvre Discours,1937
Luce Gimenez,(1946),f,Personnage Tranquille Politique En Inspirer,1976
Laure Vallet,(1933),f,Reprendre Vieux Signifier Douceur Ouvrir Ville,1967
Thérèse Rey,c.1942,f,Dame Accorder Commencer Repas Causer Fusil,1976
Marguerite-Virginie Godard,(1903-1907),f,Aimer Engager Dur Couper Te Croire,1935
Geneviève Chevallier,(1958),f,Entendre Bas Divers Confondre Résultat À Lui,1986
Hortense Gomes,(1926),f,Avancer Milieu Roman Seuil Ouvrage,1960
Jeannine Lagarde,(1897-1901),f,Votre Nombre Long,1935
Capucine Gimenez,(1923-1927),f,Troisième Public Côté Raison Présence,1957
Noémi du Monnier,c.1928,f,Second Ce Étoile Sou Eaux,1960
Adélaïde de Loiseau,(1953),f,Étranger Coeur Toucher Marier Garde,1988
Adélaïde Pineau,C.1926,f,Rêver Noir Petit Accepter,1956
Julie Parent-Carre,(1917-1921),f,Rencontre Presser Inutile Raison Immense Verser Ennemi,1956
Marianne Roy,(1936-1940),f,Morceau Afin De Alors Haïr Devant Mauvais,1969
Élise Lopez,C.1916,f,Accompagner Retomber Saisir Ainsi,1948
Agnès Vallée,(1941-1945),f,Crainte Nom Pleurer Mince Tromper Casser,1974
Maryse Blanc-Jacquot,C.1912,f,Réflexion Qualité Semaine Billet Joie Commencer Plonger,1945
Véronique Boulanger,C.1923,f,But Apprendre Étendre Étudier Couler Pain Sans,1958
Isabelle Fouquet,(1938),f,Trouver Magnifique Flamme Obéir Faveur,1966
Amélie Gaudin,(1907-1911),f,Accord Tapis Événement Propre Ne Vent Habiller Plante,1944
Capucine Julien,(1954),f,Pouvoir Qui Le Visage Masse Long Pièce Frère,1989
Élise Gaudin,(1916-1920),f,Vent Politique Emporter Cercle Votre,1953
Élodie Godard,(1939-1943),f,Cruel Poursuivre Posséder,1970
Colette Guichard,C.1931,f,Ressembler Fait Appartenir,1964
Margot Muller,(1937),f,Lorsque Phrase Intéresser Joie Votre Ailleurs,1972
Virginie Michel,(1940-1944),f,Paysan Instant Main Sourd Jour Vêtir,1979
Margot Chauvin,(1943),f,Montagne Demander Condamner Officier Venir,1976
Marie Duval Le David,(1937-1941),f,Quel Aider Liberté Même Creuser Secret,1973
Nathalie Diallo,c.1946,f,Entre Père Victime Difficile Demande Sourire Curiosité Réalité,1981
Françoise Poirier-Lesage,(1919-1923),f,Patron Ça Chaise Cinquante,1957
Camille Benard,(1950),f,Grand Vérité Composer Baisser Cinq Désormais Sur,1983
Henriette Hervé,c.1918,f,Distance Métier Discussion Soutenir,1954
Brigitte Ramos,c.1933,f,Reposer Quart Perdre Entendre Mesure Réveiller Dans,1961
Nathalie Meyer,(1952-1956),f,Cas Où Un Président Vrai,1983
Danielle-Danielle Joly,C.1961,f,Voir Goût Énergie Besoin Précieux Chasse Hauteur,1989
Lucy Delahaye,C.1932,f,Lentement Permettre Passion Voie,1968
Christine-Christelle Petit,(1932),f,Achever Vieil Époque Expression,1965
Simone Le Deschamps,C.1939,f,Gens Sens Cause Surprendre Trop Tuer,1973
Nathalie Fouquet-Gomes,(1916-1920),f,Masse Annoncer Près Certain,1952
Frédérique Allain-Navarro,(1943),f,Curieux Rouge Décrire Prêter,1977
Valentine Charrier,(1916),f,Mot Triste Oeuvre Oui,1948
Margot Raynaud,C.1924,f,Politique Éprouver Déposer Fille Marquer Vieux,1954
Gabrielle Albert-Pinto,(1905-1909),f,Chercher Par Voix Proposer,1942
Alice Blanchet-Marchand,(1936-1940),f,Billet Fine Milieu Monde Jaune Caractère,1974
Nicole Legrand,c.1924,f,Changement D'Autres Discuter En,1959
Laurence Coste,(1928-1932),f,Genou Forêt Loin Déjà Gris,1960
Adrienne Voisin,(1918),f,Préférer Dernier Point Esprit Écraser Barbe Regarder,1954
Nicole Bouvier-Rocher,C.1937,f,Rire Véritable Frère Demander Très,1973
Brigitte Lejeune,(1952),f,Amour Joie Père Six Beau Terre,1986
Monique Gérard,C.1922,f,Larme Mariage Lever Doucement Drôle,1950
Michelle Gros,(1950-1954),f,Décider Bon Accomplir Ventre Large Cela,1984
Adélaïde Rousseau-Marty,c.1931,f,Étroit Dominer Ensuite Content Tâche Vendre Empire,1960
Andrée Sanchez,(1942),f,Bon Fond De Finir Système Vert Aucun Saisir,1976
