author_name,year_of_birth,gender,thesis_title,year_of_defense
Bertrand-Louis Dijoux,1936,Male,Poids Toile Conscience Brusquement Dessiner Voix,1965
Gilbert Jacquet,1947,Male,Ruine Mari Mine Côté Éviter Expérience Rentrer,1982
Théophile Reynaud du Nguyen,1926,Male,Armée Visite Cela Et,1962
Joseph Giraud,1922,Male,Reposer Monter Pluie Importer Sûr Chaise,1950
Théodore Diallo-Besson,1949,Male,Secours En Rapidement Prononcer Parvenir,1983
Michel Morvan Le Roche,1919,Male,Effacer Bureau Baisser Auteur Échapper Gros Complètement,1952
Robert Barthelemy,1928,Male,Paix Journée Conduire Aussi,1960
Grégoire Maurice,1925,Male,Discuter Croiser Semaine Poche,1961
Thomas Meunier,1909,Male,Employer Malade Subir Dimanche,1945
Gabriel Alexandre,1949,Male,Chemise Espoir Guère Proposer Mentir Événement Roi,1984
Théophile Lucas,1934,Male,Menacer Figurer Pied Fois Meilleur,1965
Richard Brunet,1932,Male,Absolu Après Société,1967
Jules Aubert,1949,Male,Brûler Étoile Réunir Lors Fonction Neuf,1981
Daniel de Diaz,1917,Male,Ensemble Révolution Parfois,1952
François Gillet,1924,Male,User Importer Faute Art Ville Veiller Fenêtre,1959
Jérôme Le Carre,1915,Male,Perdre Cesser Direction Petit Premier Imposer Mériter Voyage,1951
Arthur du Dumont,1932,Male,Puissant Sac Rouge Confondre Vieux,1966
Emmanuel Le Rousseau,1944,Male,Ignorer Poste Disposer Soin Rouler,1977
Xavier Lejeune,1918,Male,Parvenir Parole Savoir Exposer Chacun Ligne,1951
Guillaume Barthelemy,1919,Male,Terrible Parler Demain Prier,1952
Éric Valentin,1954,Male,Événement Après Énorme Animer Nombreux Assez Lutter,1985
Isaac Mahe,1921,Male,Espèce Bête Nommer,1956
Guillaume Boutin-Bodin,1927,Male,Maître Seuil Bord Fruit Tu Battre Armer,1961
André de la Fleury,1926,Male,Face Hiver Entrée Couper Mort Dent,1960
François Rivière,1907,Male,Défaut Mort Chaîne Tapis Toile Reposer Autre Attitude,1938
Éric Maréchal,1923,Male,Signe Désigner Asseoir,1959
Étienne Delahaye,1944,Male,Fin Personne Menacer Là,1980
Nicolas Roger du Tanguy,1937,Male,Palais Absolu Près Ça,1967
Honoré-Lucas Bourdon,1932,Male,Commencer Arrêter Avouer Immobile Ensemble,1960
Adrien Jacques,1916,Male,Plusieurs Avance Puissance Accorder Distance Ensuite,1953
Victor Lesage,1924,Male,Emmener Vous Sourire Former Triste Armée Pauvre,1957
Frédéric-Patrick Renault,1946,Male,Même Jour Alors User Deviner Palais Mariage,1982
Étienne-Aimé Guillet,1948,Male,Chiffre Presser Trente Dernier Partout,1984
Stéphane Nguyen,1961,Male,Volonté Présent Importance,1990
Jules Chartier,1920,Male,Sauter Sûr Vieillard Soi Changement Quart Médecin,1953
Julien-Benoît Da Silva,1945,Male,Appartenir Police Queue Âge Cri Protéger Résultat Aucun,1974
Laurent du Gros,1933,Male,Réponse Absolu Apercevoir Maladie,1962
Alexandre-Victor Le Gall,1909,Male,Soldat Pas Règle Apparaître,1941
Noël Pasquier,1929,Male,Hors Avec Surprendre Manger Traverser Nommer Cerveau,1960
Jérôme Rodrigues,1945,Male,Rouler Immense Consulter,1977
Guillaume Dijoux,1958,Male,Escalier Famille Foule Étendue D'Autres Importance,1986
Bernard Girard-Maillot,1920,Male,Arrière Arriver Surprendre Hésiter Ligne Plante,1955
Roger Weiss-Dijoux,1911,Male,Condition Se Pousser Saint Nombreux Causer Présenter Attaquer,1941
Zacharie Charpentier,1932,Male,Fer Pointe Fille Ailleurs Chemin Avance Enlever,1969
Richard Renaud,1930,Male,Discussion Projet Également Plutôt Peser,1961
Franck Royer,1924,Male,Voler Erreur Principe Succès Simple Monsieur,1953
Gilles Godard,1942,Male,Étouffer Prévoir Envie Défendre Complet Politique,1974
Yves Lefebvre,1935,Male,Demain Déchirer Le Âge Travers Meilleur Mettre,1965
Isaac Berger,1954,Male,Réel Maison Demain,1990
Jean-William Bouvier,1935,Male,Somme Soleil Me Dix Agir,1967
Laurent Masse,1917,Male,Soudain Aussitôt Journal Nation,1947
Thomas Charpentier du Noël,1913,Male,Corde Tapis Spectacle Atteindre Suivant,1949
Édouard-Bernard Guibert,1962,Male,Malgré Bon Croiser Fait Santé Ressembler,1990
Joseph Courtois de la Verdier,1953,Male,Assez Beauté Résistance Hôtel,1988
Patrick Weiss,1932,Male,Confondre Cependant Neuf Discussion Puis Veiller Éternel,1961
Vincent Vallée,1944,Male,Saint Menacer Cercle Enlever Tard Déjà,1979
Timothée du Collet,1942,Male,Oiseau Public Note Départ Désir,1976
Thomas Maillet,1933,Male,Village Trois Poète Écouter Ministre,1963
Philippe Louis,1942,Male,Président Dent Vivant Lorsque Tellement,1974
Bernard Poulain,1956,Male,Égal Écraser Flot Agiter Ouvrage Dimanche Élément,1988
Jérôme Boutin,1933,Male,Perdu Dès Également Absolument,1967
Augustin de la Berger,1918,Male,Cinquante Qui Terme Sombre Recommencer Puis,1949
Victor de Marion,1941,Male,Indiquer Gloire Attaquer Non Annoncer Révéler,1975
Auguste Moreno,1913,Male,Confier Convenir Douceur Réclamer Noir Rue,1946
Rémy Gomes-Lecoq,1918,Male,Bas Fumer Mensonge Faible Vert Arracher,1951
Paul Blot du Cousin,1958,Male,Terreur Lune Autre Colon Rôle Violent Grain Voiture,1989
Laurent Boyer,1957,Male,Échapper Interrompre On Paraître Mesure Entretenir Bras Autant,1988
Jérôme Gautier,1935,Male,Rire Avec Aide,1965
Franck Teixeira,1906,Male,Confondre Beaux Conseil,1936
Raymond Rey de Carpentier,1902,Male,Content Nouveau Police Appel Commander,1937
Luc Lombard,1958,Male,Point Toucher Tuer Peuple Forêt Placer,1986
Xavier Imbert,1934,Male,Mauvais Achever Satisfaire Vrai,1969
Émile Da Silva de Olivier,1958,Male,Mode Remonter Espérer Mal,1989
Pierre de la Lesage,1953,Male,Parti Dégager Sur Réfléchir Certain Lèvre,1984
Jacques Bègue,1929,Male,Pluie Le Dangereux Sable Roche Mentir,1965
Frédéric Guilbert,1906,Male,Nécessaire Cesser Titre Angoisse Marchand Envelopper,1938
Thierry Roussel,1906,Male,Frère Mode Fois Que,1939
Grégoire-Christophe Deschamps,1919,Male,Allumer Passé Hiver,1956
Timothée de la Lamy,1916,Male,Riche Marquer Époque Exécuter Rêver Clef Supporter Tête,1948
Timothée Grégoire-Leconte,1924,Male,Mais Ça Connaissance Forcer Politique Relation Fenêtre,1956
Aimé-Michel Gilbert,1913,Male,Geste Chiffre Hier,1946
Éric Masse,1907,Male,Réalité Rappeler Après Pénétrer À En Étendre,1937
Théophile Le Roux,1929,Male,Quartier Avenir Reste Puissant Nerveux Sourire,1957
Gilles Léger,1915,Male,Exister Parfaitement Plaire Métier Acheter,1947
Olivier Fischer,1944,Male,Voile Muet Quelque Terre Front Vite Dos,1980
Marc de la Grondin,1920,Male,Rouler Assurer Croix Projet,1949
Thomas Pelletier,1931,Male,Second Réduire Nouveau Surprendre Cruel,1962
Stéphane Faivre de la Blot,1920,Male,Caresser Consulter Brusquement Tromper Douter Accepter,1948
Benjamin Descamps,1902,Male,Ton Père Envelopper Glace Tenter Secret Digne,1936
Roland-Noël Vasseur,1939,Male,Courir Machine Réduire Clef,1971
Guillaume Diallo,1921,Male,Ordre Mouvement Compte,1955
Alphonse Maurice de Joubert,1904,Male,Détacher Unique Demeurer Vivant Lever,1936
Stéphane Klein Le Lejeune,1933,Male,Retour Poussière Je,1968
Maurice Baudry,1930,Male,Ancien Doigt Charge Avance Accomplir Notre,1958
Denis Martel,1934,Male,Depuis Résistance Gros Malheur Épaule Ce Jeu,1967
Emmanuel Colin,1957,Male,Train Compagnie Votre,1987
Patrick Rey,1960,Male,Clef Semblable Anglais Terminer En,1990
Michel Bruneau,1942,Male,Salut Arrivée Perdre Gouvernement Sans Roche Vide,1977
Gilbert Colin,1925,Male,Siècle Vert Travailler Cent Aujourd'Hui,1959
Matthieu Lefèvre,1954,Male,Auquel Moyen Foi Jeter Moindre,1989
Louis-Martin Guibert,1944,Male,Vision Société Crier Enfance Voiture,1979
Gérard Benoit,1938,Male,Auquel Beauté Danger Enfermer Monde Adresser,1973
Georges Dijoux,1936,Male,Poussière Former Aventure Manier Gloire,1969
Guillaume-François Gilbert,1929,Male,Ciel Doigt Employer Autour Soir Fier Passer,1958
Tristan-David Germain,1944,Male,Bien Déchirer Expérience Autrement,1976
Martin Valette-Ruiz,1941,Male,Billet Enfance Mon Surtout Famille Amener Devant,1976
Franck Boulanger,1957,Male,Rue Forme Commencer De Personnage Sac,1990
François Riou,1946,Male,Pouvoir Prier Fait Plan Rang Derrière,1979
Théophile Le Merle,1946,Male,Bon Force Porter Aile Erreur As Violent Épaule,1979
Roger Dias,1938,Male,Autour Droite Disposer Complètement Voix,1967
Hugues Carlier,1926,Male,Davantage Dans Quarante Léger Clef,1957
Paul Peltier,1923,Male,Marier Parvenir Éteindre,1959
Vincent Adam,1931,Male,Profond Paraître Parole Terrain Cesse,1959
Lucas Perrier,1952,Male,Demi Étendre Tomber Paupière,1987
Thibault-Thibaut Duval,1949,Male,Aide Expression Cinquante,1983
Henri Blot,1904,Male,Aller Voile Même Honneur Renoncer Résister,1938
Julien Peltier-Maréchal,1901,Male,Garder Désert Vie Aucun,1935
Alfred Jacob,1946,Male,Marche Protéger Chance Nature Dégager,1976
Hugues-Raymond Lopez,1935,Male,Inquiétude Mettre Creuser Oreille Poitrine,1970
Richard Guillot,1929,Male,Manquer Combat Rose Écouter Règle,1965
Richard Dumas,1915,Male,Court Être Subir D'Abord Car Cour,1945
Thibault Ollivier,1907,Male,Poursuivre Pourquoi Empêcher Emmener Détacher Courage,1943
Jules Le Gall,1944,Male,Près Vers Désespoir Type Silencieux,1979
Thibaut Goncalves,1934,Male,Chair Hasard Entraîner Goût,1967
Mathilde Vaillant,1950,f,Échapper Honte Ramasser,1982
Frédérique Grondin,1915,f,Tomber Moindre Rêve Ensuite Complètement Alors,1943
Olivie Olivier,1932,f,Part Pendant Nu Servir Côte,1966
Michelle Fischer,1906,f,Te Garçon Violent Tout Soirée Triste Prononcer,1939
Margaux Bertrand,1924,f,Vent Marcher Assez,1953
Agathe Girard de la Laine,1926,f,Oiseau Vite Discuter Nuit Image Large Magnifique,1958
Geneviève Collin du Gillet,1921,f,Travers Peau Moment Souvenir Autant Devoir Pencher Hiver,1955
Édith Aubry-Raynaud,1915,f,Sonner Jaune Abri Lieu Beau Éloigner Science Jour,1949
Anaïs Briand,1929,f,Calme Habiter Traîner,1965
Claude Allain,1940,f,Absence Soit Bleu Finir Achever Rang Veille,1971
Marie Dumont,1936,f,Mer Vaincre Delà Père Connaissance Seigneur,1972
Inès Foucher,1951,f,Avouer Bureau Occuper Près Rose Du,1983
Hortense Roy,1938,f,Docteur Noire Connaître Pitié Blanc Classe Rouge,1968
Lucy Masse,1936,f,Vie Vie Coucher Mémoire Naître,1968
Sabine Barre de la Grenier,1922,f,Seuil Vague Crier Trait Beauté Principe Pointe Commun,1950
Laurence-Astrid Lévêque,1934,f,Marchand Aspect Continuer Second Considérer Salle Énergie,1965
Hélène Dufour,1912,f,Affirmer Apercevoir Sorte Grave Présenter Mêler Rompre Éclat,1943
Inès Chrétien,1927,f,Point Voir Solitude Inconnu Lourd Lettre Immobile,1959
Laurence Peron,1904,f,Mois Mille Vivre,1935
Nicole-Noémi Guibert,1935,f,Attacher Me Désert Maintenir Salut Agiter,1966
Maryse Pinto,1926,f,Cause Doucement Apprendre Genre,1963
Olivie Bouchet,1935,f,Masse Ce Douze Apprendre,1966
Andrée Durand,1924,f,Même Contenter Exécuter Dresser Jouer,1959
Élisabeth de la Pasquier,1905,f,Fonction Couleur Fort Profondément Couvrir Barbe Précis,1938
Josette du Dijoux,1942,f,Professeur Nerveux Étroit Risquer Action Poésie,1974
Olivie Guilbert,1911,f,Pur Contenir Million Abattre Cheveu,1940
Bernadette de la Brunel,1942,f,Tourner Ni Habitude Soit Cour,1977
Marthe Leclerc,1914,f,Briller Article Gros Français Ainsi Créer,1951
Valentine Gaudin,1948,f,Pendre Part Champ Tour Drôle Ressembler Histoire,1976
Patricia-Célina Alexandre,1923,f,Circonstance Dégager Sourire Mari Spectacle Règle,1957
Lucy Mallet,1907,f,Nature Souffler Genou,1944
Aurore Baron,1926,f,Pierre Cas Douceur Regretter Ton,1962
Suzanne Gomez,1914,f,Roche Bord Gris Rang Prochain Rendre,1947
Anne Renaud,1950,f,Fin Mari Victime Doux Fait Compagnie Désormais,1985
Maryse Buisson,1933,f,Été Grandir Caractère Repousser Construire,1968
Susanne Allain,1911,f,Trente Genre Côte Train Fixer Étonner Respirer Occasion,1943
Christelle Lagarde,1955,f,Promener Importer Il Remonter Sorte,1984
Catherine du Girard,1938,f,Goutte Livre Pendant Rejeter Compagnie Poursuivre,1968
Laure Perrot,1916,f,Ramener Course Demeurer Geste Attitude Quelqu'Un,1951
Amélie Berger,1932,f,Second Secret Passé Quartier Façon Composer,1962
Élisabeth-Luce Costa,1915,f,Préparer Curieux Doute Profondément,1943
Victoire Hervé,1941,f,Vieux Recherche Vite Ministre Désespoir Porter Retrouver Sauvage,1971
Maryse Gauthier,1935,f,Seulement Se Dormir Important Bas Respirer,1967
Maryse Vasseur,1956,f,Quinze Lieu Direction Rare Tenter,1989
Christelle Paul du Masson,1946,f,Passage Voile Bout Politique Père Apercevoir,1977
Lorraine De Oliveira,1926,f,Sommeil Parmi Changer Désir Port Six,1957
Constance Pons,1942,f,Autant Tourner Honte Nombre,1977
Anaïs Mallet,1946,f,Fin Appartement Par Encore Maison Sien Travailler,1974
Danielle Barbier,1934,f,Fusil Blanc Manier Présenter Beau Ce Dès Figurer,1969
Diane Lenoir,1947,f,Amuser Époque Grain Arracher Présence,1979
Édith Fouquet-Fernandes,1927,f,Chaise Grâce Seulement Éprouver,1957
Jeannine Maillard,1954,f,Heureux Saint Conversation Forêt Un Toucher Espace Enfance,1987
Martine de Meunier,1911,f,Science Haut Dormir Tranquille Garçon Tuer,1940
Henriette Charrier-Lefèvre,1935,f,Bas Offrir Rouge Rejoindre Personnage Plein Creuser Inviter,1966
Lorraine Techer,1954,f,Faux Recherche Entrée Matin Durer Vent Effacer,1989
Claire Descamps,1935,f,Épaule Officier Sang Monsieur Sens Politique,1967
Nathalie Lopez,1925,f,Après Enfance Boire Marchand Tracer,1953
Simone Techer,1944,f,Chute Un Bon Tenter Mien Abandonner Roman,1981
Christelle Dupré-Launay,1905,f,Fumer Système Mal Haute Instant,1941
Charlotte Sanchez,1921,f,Accorder Demain Vin Bande,1957
Laure Gimenez,1925,f,Lutter Départ Avant Reconnaître,1956
Éléonore Carpentier,1927,f,Quinze Préférer Quinze Colon Abandonner Voler,1964
Virginie Vidal de Vallée,1915,f,Vieil Baisser Bataille Joli Beau Très Repousser,1950
Pénélope-Alexandria Joubert,1910,f,Relation Habitude Entrée Ou,1938
Julie-Manon Jacques,1950,f,Énergie Étendue Pouvoir Naître Intérieur,1980
Claire Turpin,1907,f,Élément Moyen Où,1941
Hortense Pelletier,1945,f,Dent Apporter Odeur Fier,1980
Josette Descamps-Pineau,1914,f,Rencontre Corde Calmer Installer,1947
Adrienne Langlois,1906,f,Santé Achever Entourer Dès Français,1941
Alice Leroy de la Guillon,1938,f,Plaindre Ne Traiter Rocher Président,1967
Zoé Blondel,1918,f,Un Environ Pénétrer Âge Volonté Aussi,1951
Julie Paul,1906,f,Accrocher Fille Mari Grain Doucement Dominer Puisque,1936
Philippine Diaz,1933,f,Escalier Santé Gauche Selon Toi Désormais Raison,1968
Christiane Pinto,1927,f,Point Également Perdre Vin,1958
Aurélie-Victoire Pons,1946,f,Juger Ton De Français Réflexion,1980
Pénélope Le Leroux,1929,f,Quel D'Autres Confondre,1964
Michelle Tessier,1916,f,Conscience Vrai Apporter Peuple Feuille Interrompre,1950
Margot Cohen,1911,f,Rassurer Oser Espoir Fortune Même Mien,1944
Aurélie Buisson,1913,f,Absolument Huit Pied Représenter,1945
Susan Gros-Leclercq,1957,f,Femme Accuser Drame Soldat Dimanche Supérieur Figure,1989
Maggie Bouchet,1952,f,Demeurer Journée Vieil Fois,1988
Margaud Potier,1948,f,Paysage Rire Peau Sorte,1978
Victoire-Isabelle Leblanc,1901,f,Expression Bouche Unique Voyage Demain Répandre Fonction,1935
Nathalie Costa de la Meunier,1930,f,Train Art Éternel Arme Pencher Extraordinaire Français Route,1964
Paulette-Alex Martins,1957,f,Ensemble Faire Assurer Coin Ferme Corde,1987
Frédérique Coulon,1927,f,Haïr Maintenir Certes Surtout Commencement Quel Venir,1961
Célina Normand,1951,f,Souvent Camarade Rose Image Croire Horizon Mourir Heureux,1983
Laurence Renard,1904,f,Patron Nourrir Compte Jeunesse,1940
Constance du Martin,1911,f,Écarter Montagne Haine Plaisir Musique Pointe,1946
Monique Brun,1909,f,Beaux Veille Course Empire Famille Tirer Surtout,1943
Sylvie Gaudin-Lelièvre,1928,f,Monde Ton Tracer Chat,1962
Noémi Bertrand de la Bernier,1920,f,Entrer Ressembler Surveiller,1952
Susan Guyot-Meyer,1936,f,Milieu Choisir Éviter Lors Vouloir,1964
Hélène Morin de Maréchal,1948,f,Révolution Remarquer As Usage Baisser Reste Dessiner,1982
Agathe Diaz,1926,f,Conclure Entier Passé Vide Vieux Mille Remplacer,1954
Jeannine Dumas,1922,f,Présence Gloire Parfaitement Rideau Neuf,1958
Agnès Blanchet,1957,f,Élément User Posséder Déchirer Endroit Âme,1989
Bernadette Turpin,1943,f,Oiseau Affaire Avant Mois Décrire Bande Le,1974
Madeleine de Seguin,1928,f,Arrière Drôle Eh,1964
Lucy Le Gall du Fischer,1928,f,Hésiter Bon Inquiéter,1961
Diane Martin,1920,f,Question Professeur Détacher Midi,1951
Agathe Vallet-Fontaine,1946,f,Loi Employer Rideau Ni Tout Or,1978
Aurélie Bousquet Le Ramos,1906,f,Remplir Chacun Tout Force Élever Français,1937
Marine Couturier,1916,f,Devenir Souffrir Si,1947
Simone Legendre,1946,f,Croix Affirmer Environ Muet Arrêter Moins Joli,1981
Célina Maurice,1952,f,Pourquoi Billet Appuyer Mari Trois Silence Papier,1987
Camille Turpin,1936,f,Marier Queue Émotion Arbre Guère Avoir Dormir Trouver,1966
Diane Le Roux,1914,f,Saisir Tout Bas Propre Rappeler,1946
Margaux Brunel,1925,f,Prévenir Éteindre Sommeil Sien Dehors Problème Révolution Personne,1957
Maggie Ramos,1908,f,Permettre Qui Puisque Côte Ailleurs Souffrance Chat Fatigue,1941
Isabelle Fontaine,1948,f,Vaste Avenir Saint Léger Chercher Tirer,1980
Astrid Meyer,1913,f,Fermer Aucun Santé Hésiter Paysan Supporter,1942
Françoise Legrand,1932,f,Juger Dernier Beauté Plaire Direction,1962
Marie Delmas,1936,f,Arme Dégager Diriger Soleil Ce Étendue,1971
Alix Dumont,1954,f,Nuit Honte Toucher Chance Pas Pourquoi,1988
Pauline Paris,1945,f,Rose Propos Problème Machine Parler Lever,1974
Capucine Fournier-Simon,1921,f,Curiosité Événement Rapport Dangereux,1954
Charlotte Couturier,1921,f,Trop Il Avenir Risquer Lentement Remettre Certain,1957
Danielle Marion,1903,f,Fort Lèvre Discours,1937
Luce Gimenez,1946,f,Personnage Tranquille Politique En Inspirer,1976
Laure Vallet,1933,f,Reprendre Vieux Signifier Douceur Ouvrir Ville,1967
Thérèse Rey,1942,f,Dame Accorder Commencer Repas Causer Fusil,1976
Marguerite-Virginie Godard,1905,f,Aimer Engager Dur Couper Te Croire,1935
Geneviève Chevallier,1958,f,Entendre Bas Divers Confondre Résultat À Lui,1986
Hortense Gomes,1926,f,Avancer Milieu Roman Seuil Ouvrage,1960
Jeannine Lagarde,1899,f,Votre Nombre Long,1935
Capucine Gimenez,1925,f,Troisième Public Côté Raison Présence,1957
Noémi du Monnier,1928,f,Second Ce Étoile Sou Eaux,1960
Adélaïde de Loiseau,1953,f,Étranger Coeur Toucher Marier Garde,1988
Adélaïde Pineau,1926,f,Rêver Noir Petit Accepter,1956
Julie Parent-Carre,1919,f,Rencontre Presser Inutile Raison Immense Verser Ennemi,1956
Marianne Roy,1938,f,Morceau Afin De Alors Haïr Devant Mauvais,1969
Élise Lopez,1916,f,Accompagner Retomber Saisir Ainsi,1948
Agnès Vallée,1943,f,Crainte Nom Pleurer Mince Tromper Casser,1974
Maryse Blanc-Jacquot,1912,f,Réflexion Qualité Semaine Billet Joie Commencer Plonger,1945
Véronique Boulanger,1923,f,But Apprendre Étendre Étudier Couler Pain Sans,1958
Isabelle Fouquet,1938,f,Trouver Magnifique Flamme Obéir Faveur,1966
Amélie Gaudin,1909,f,Accord Tapis Événement Propre Ne Vent Habiller Plante,1944
Capucine Julien,1954,f,Pouvoir Qui Le Visage Masse Long Pièce Frère,1989
Élise Gaudin,1918,f,Vent Politique Emporter Cercle Votre,1953
Élodie Godard,1941,f,Cruel Poursuivre Posséder,1970
Colette Guichard,1931,f,Ressembler Fait Appartenir,1964
Margot Muller,1937,f,Lorsque Phrase Intéresser Joie Votre Ailleurs,1972
Virginie Michel,1942,f,Paysan Instant Main Sourd Jour Vêtir,1979
Margot Chauvin,1943,f,Montagne Demander Condamner Officier Venir,1976
Marie Duval Le David,1939,f,Quel Aider Liberté Même Creuser Secret,1973
Nathalie Diallo,1946,f,Entre Père Victime Difficile Demande Sourire Curiosité Réalité,1981
Françoise Poirier-Lesage,1921,f,Patron Ça Chaise Cinquante,1957
Camille Benard,1950,f,Grand Vérité Composer Baisser Cinq Désormais Sur,1983
Henriette Hervé,1918,f,Distance Métier Discussion Soutenir,1954
Brigitte Ramos,1933,f,Reposer Quart Perdre Entendre Mesure Réveiller Dans,1961
Nathalie Meyer,1954,f,Cas Où Un Président Vrai,1983
Danielle-Danielle Joly,1961,f,Voir Goût Énergie Besoin Précieux Chasse Hauteur,1989
Lucy Delahaye,1932,f,Lentement Permettre Passion Voie,1968
Christine-Christelle Petit,1932,f,Achever Vieil Époque Expression,1965
Simone Le Deschamps,1939,f,Gens Sens Cause Surprendre Trop Tuer,1973
Nathalie Fouquet-Gomes,1918,f,Masse Annoncer Près Certain,1952
Frédérique Allain-Navarro,1943,f,Curieux Rouge Décrire Prêter,1977
Valentine Charrier,1916,f,Mot Triste Oeuvre Oui,1948
Margot Raynaud,1924,f,Politique Éprouver Déposer Fille Marquer Vieux,1954
Gabrielle Albert-Pinto,1907,f,Chercher Par Voix Proposer,1942
Alice Blanchet-Marchand,1938,f,Billet Fine Milieu Monde Jaune Caractère,1974
Nicole Legrand,1924,f,Changement D'Autres Discuter En,1959
Laurence Coste,1930,f,Genou Forêt Loin Déjà Gris,1960
Adrienne Voisin,1918,f,Préférer Dernier Point Esprit Écraser Barbe Regarder,1954
Nicole Bouvier-Rocher,1937,f,Rire Véritable Frère Demander Très,1973
Brigitte Lejeune,1952,f,Amour Joie Père Six Beau Terre,1986
Monique Gérard,1922,f,Larme Mariage Lever Doucement Drôle,1950
Michelle Gros,1952,f,Décider Bon Accomplir Ventre Large Cela,1984
Adélaïde Rousseau-Marty,1931,f,Étroit Dominer Ensuite Content Tâche Vendre Empire,1960
Andrée Sanchez,1942,f,Bon Fond De Finir Système Vert Aucun Saisir,1976
Martine Joubert,1920,f,Bande Ajouter Bureau Rencontre Montrer,1955
Émilie du Berthelot,1957,f,Habitant Même Roi Mal Côté Composer Soi Gros,1986
Sabine Dumont,1920,f,Puis Poussière Plus Juge Abandonner,1955
Thérèse Rocher,1924,f,Cesse Admettre Brusquement Barbe,1953
Danielle Schmitt,1910,f,Supérieur Mal Jeune Tant Signifier Instant Partie,1943
Nath François,1909,f,Coûter Perte Désir Réalité,1938
Sabine Le Girard,1938,f,Rayon Tromper Agir Paraître Installer Renoncer Contre Entre,1969
Renée Berger,1925,f,Rire Mot Saluer Impression Froid Journée,1954
Victoire Lefebvre,1931,f,Pouvoir Absence Rond Cinq Bout Venir,1964
Caroline Barbier,1954,f,Inquiéter Défendre Fort Rue Rencontrer,1982
Colette Leroy,1951,f,Jusque Présenter Désirer Bruit Tenir Inutile,1980
Aurélie Courtois,1946,f,Mesure Masse Travers Me Mur,1980
Maryse Lombard-Hardy,1942,f,Forcer Tourner Tache Cas Oeuvre Goutte Durer,1974
Laurence-Chantal Leclercq,1915,f,Regard Vide Représenter Tel Ventre,1948
Aurélie Guilbert,1934,f,Demeurer Discussion Prévenir Voir Colline Celui Titre,1970
Agnès-Susanne Morin,1912,f,Quelque Forme Poursuivre Été Prix Mal Voisin,1942
Josette Leblanc,1940,f,Payer Humide Spectacle Imposer,1974
Bernadette Legrand,1921,f,Par Pain Fonction Apercevoir,1957
Célina Munoz,1947,f,Intéresser Vingt Courage Autre Chercher Vêtir Saison,1983
Suzanne Baudry du Coste,1902,f,Qui Tracer Perdre,1936
Virginie Schmitt-Clément,1924,f,Soi Habiter Quand Traîner Complètement,1957
Pauline Germain,1945,f,Hier Son Inquiéter Voiture Étude Nerveux Vieil Appartement,1975
Inès Lecomte,1944,f,Préférer Pas Possible Bien Voiture Intéresser Échapper Départ,1977
Claude Devaux,1943,f,Douleur Vol Hôtel Nouveau Dominer Il Sourire Petit,1977
Danielle de la Baron,1954,f,Étaler Inviter Arme Attacher Étage Plaindre Trente Jeune,1982
Marianne Delattre,1916,f,Haut Jouer Expérience But Bientôt Beau,1951
Sylvie Caron-Menard,1931,f,Revoir Rocher Moi Sommet Puis Parce Que,1960
Thérèse Perrin,1921,f,Point Air Retenir Nuage,1957
Joséphine Lefort,1936,f,Jour Guère Plein,1969
Pénélope Lacroix,1906,f,Gouvernement Foi Général,1941
Camille Ribeiro,1940,f,Libre Parce Que Chaud Effet Pourquoi Sourd,1975
Marine Hamel,1938,f,Exposer Vers Soi Sec,1972
Camille Le Gall,1944,f,Livre Idée Ministre Remplacer Oiseau,1975
Martine Delaunay-Voisin,1916,f,Amuser Éviter Entrer Honte Assurer,1952
Marcelle Joubert du Tanguy,1917,f,Chat Grandir Fil Autorité,1950
Agathe Pons-Weiss,1902,f,Rire Descendre Banc Droit Tendre,1937
Alix Pierre,1948,fem.,Ruine Révolution Sûr Installer Répandre Bête,1977
Marthe Texier-Perret,1946,fem.,Réveiller Paupière Unique Cacher Inconnu,1975
Mathilde Le Delannoy,1956,fem.,Propos Autrement Joue Car,1989
Suzanne-Éléonore Bouvier,1914,fem.,Retrouver Travers Vérité Sentir Vieux,1949
Adèle Pinto Le Joseph,1944,fem.,Quatre Précis Jour Autant Aile Paysan,1975
Virginie Dumas,1912,fem.,Posséder Résistance Longtemps,1945
Élise Coulon,1920,fem.,Mourir Voix Goût Aimer Verre Vie,1955
Juliette Pruvost,1921,fem.,Sang Réunir Garde Sauter Devoir,1954
Michelle Rolland-Rodrigues,1921,fem.,Admettre Croire Avant Doux Livrer,1950
Madeleine Leblanc-Merle,1917,fem.,Voler Commencement Tout Rond Pendant,1950
Marine Chevalier,1925,fem.,Problème Rouge Printemps User Amuser Réveiller,1959
Margaud Rivière de Bernier,1953,fem.,Étrange Bruit Simplement Reposer Arrière Finir Craindre Étudier,1984
Noémi Brun,1928,fem.,Soin Regarder Puissance Esprit Chaque,1961
Laetitia Dos Santos-David,1934,fem.,Malgré Vieillard Source Figurer Signe,1967
Lucy Gilbert,1916,fem.,Leur Propre Capable Comment Fois Expérience Ressembler,1945
Geneviève Maury,1954,fem.,Juge Oui Mariage Soulever,1983
Chantal du Marie,1952,fem.,Trente Arracher Sûr Flot Plutôt Classe,1988
Margot Marie,1915,fem.,Tantôt Envelopper Je Agir,1945
Claire Coulon,1925,fem.,Premier Fixer Représenter Se Dès,1953
Zoé Gay,1932,fem.,Vieux Métier Accepter Fond,1966
